-0,-0.014103,-0.0093795,-0.009373,-0.009364,-0.0093525,-0.0093387,-0.0093224,-0.0093038,-0.0092829,-0.0092596,-0.009234,-0.0092062,-0.0091761,-0.0091439,-0.0091095,-0.0090731,-0.0090346,-0.0089941,-0.0089516
-0,-0.019555,-0.012979,-0.012961,-0.012938,-0.012908,-0.012871,-0.012829,-0.01278,-0.012726,-0.012666,-0.0126,-0.012529,-0.012452,-0.01237,-0.012283,-0.012192,-0.012096,-0.011996,-0.011891
-0,-0.023726,-0.015715,-0.015685,-0.015643,-0.01559,-0.015527,-0.015453,-0.015368,-0.015273,-0.015169,-0.015055,-0.014932,-0.014801,-0.014661,-0.014514,-0.01436,-0.014199,-0.014032,-0.013859
-0,-0.022045,-0.014614,-0.01459,-0.014556,-0.014514,-0.014462,-0.014402,-0.014333,-0.014257,-0.014172,-0.014079,-0.013979,-0.013872,-0.013758,-0.013637,-0.01351,-0.013378,-0.01324,-0.013096
-0,-0.01303,-0.0086691,-0.0086639,-0.0086568,-0.0086478,-0.0086368,-0.0086239,-0.0086092,-0.0085926,-0.0085741,-0.0085539,-0.0085318,-0.0085079,-0.0084823,-0.0084549,-0.0084259,-0.0083952,-0.0083628,-0.0083289
-0,-0.020141,-0.013364,-0.013345,-0.013319,-0.013286,-0.013247,-0.0132,-0.013148,-0.013088,-0.013023,-0.012951,-0.012874,-0.01279,-0.012702,-0.012607,-0.012508,-0.012404,-0.012296,-0.012183
-0,-0.026665,-0.017635,-0.017592,-0.017533,-0.017459,-0.01737,-0.017266,-0.017148,-0.017016,-0.016871,-0.016714,-0.016545,-0.016364,-0.016173,-0.015973,-0.015764,-0.015546,-0.015321,-0.01509
-0,-0.030742,-0.020283,-0.020218,-0.02013,-0.020018,-0.019884,-0.019729,-0.019553,-0.019357,-0.019143,-0.018911,-0.018663,-0.0184,-0.018124,-0.017835,-0.017536,-0.017227,-0.01691,-0.016585
-0,-0.025479,-0.016861,-0.016824,-0.016773,-0.016708,-0.016629,-0.016538,-0.016434,-0.016318,-0.016191,-0.016052,-0.015903,-0.015743,-0.015574,-0.015396,-0.01521,-0.015016,-0.014816,-0.014609
-0,-0.013878,-0.0092304,-0.0092242,-0.0092156,-0.0092047,-0.0091915,-0.009176,-0.0091583,-0.0091383,-0.0091161,-0.0090917,-0.0090651,-0.0090364,-0.0090057,-0.0089729,-0.008938,-0.0089013,-0.0088626,-0.008822
-0,-0.016898,-0.011227,-0.011216,-0.011201,-0.011181,-0.011158,-0.01113,-0.011098,-0.011063,-0.011023,-0.01098,-0.010933,-0.010882,-0.010828,-0.010771,-0.01071,-0.010645,-0.010578,-0.010508
-0,-0.021654,-0.014358,-0.014334,-0.014302,-0.014262,-0.014213,-0.014156,-0.014091,-0.014018,-0.013937,-0.013849,-0.013754,-0.013652,-0.013544,-0.013429,-0.013308,-0.013181,-0.01305,-0.012913
-0,-0.021621,-0.014336,-0.014313,-0.014281,-0.014241,-0.014192,-0.014135,-0.014071,-0.013998,-0.013918,-0.01383,-0.013735,-0.013634,-0.013526,-0.013411,-0.013291,-0.013165,-0.013034,-0.012898
-0,-0.022953,-0.015209,-0.015182,-0.015144,-0.015096,-0.015038,-0.014971,-0.014894,-0.014807,-0.014712,-0.014608,-0.014496,-0.014377,-0.014249,-0.014115,-0.013973,-0.013826,-0.013672,-0.013513
-0,-0.0309,-0.020386,-0.02032,-0.02023,-0.020117,-0.019981,-0.019824,-0.019645,-0.019446,-0.019229,-0.018994,-0.018743,-0.018476,-0.018196,-0.017904,-0.017601,-0.017288,-0.016967,-0.016639
-0,-0.03618,-0.023789,-0.023686,-0.023545,-0.023368,-0.023156,-0.022911,-0.022635,-0.022331,-0.021999,-0.021643,-0.021265,-0.020867,-0.020453,-0.020023,-0.019582,-0.019131,-0.018672,-0.018208
-0,-0.024463,-0.016197,-0.016164,-0.016118,-0.016061,-0.015991,-0.01591,-0.015818,-0.015714,-0.0156,-0.015476,-0.015343,-0.0152,-0.015049,-0.014889,-0.014722,-0.014547,-0.014366,-0.014179
-0,-0.034259,-0.022554,-0.022466,-0.022345,-0.022193,-0.022011,-0.021801,-0.021563,-0.0213,-0.021013,-0.020704,-0.020375,-0.020029,-0.019666,-0.019289,-0.0189,-0.018502,-0.018095,-0.017682
-0,-0.026167,-0.01731,-0.01727,-0.017214,-0.017144,-0.017059,-0.016961,-0.016849,-0.016724,-0.016587,-0.016437,-0.016276,-0.016105,-0.015924,-0.015733,-0.015533,-0.015326,-0.015112,-0.014891
-0,-0.026134,-0.017288,-0.017248,-0.017193,-0.017123,-0.017039,-0.016941,-0.016829,-0.016705,-0.016568,-0.016419,-0.016258,-0.016088,-0.015907,-0.015717,-0.015518,-0.015311,-0.015097,-0.014877
-0,-0.024506,-0.016226,-0.016192,-0.016146,-0.016088,-0.016018,-0.015937,-0.015844,-0.01574,-0.015626,-0.015501,-0.015367,-0.015223,-0.015071,-0.014911,-0.014743,-0.014568,-0.014386,-0.014198
-0,-0.020486,-0.01359,-0.01357,-0.013543,-0.013509,-0.013467,-0.013419,-0.013363,-0.013301,-0.013232,-0.013157,-0.013076,-0.012988,-0.012895,-0.012797,-0.012693,-0.012584,-0.01247,-0.012352
-0,-0.03621,-0.023808,-0.023704,-0.023563,-0.023386,-0.023173,-0.022928,-0.022652,-0.022346,-0.022014,-0.021657,-0.021278,-0.02088,-0.020464,-0.020034,-0.019592,-0.01914,-0.018681,-0.018216
-0,-0.023346,-0.015467,-0.015438,-0.015398,-0.015348,-0.015287,-0.015216,-0.015135,-0.015045,-0.014945,-0.014836,-0.014719,-0.014593,-0.01446,-0.014319,-0.014171,-0.014017,-0.013856,-0.01369
-0,-0.034962,-0.023006,-0.022912,-0.022785,-0.022624,-0.022431,-0.022209,-0.021958,-0.02168,-0.021377,-0.021051,-0.020704,-0.020339,-0.019958,-0.019562,-0.019155,-0.018737,-0.018312,-0.01788
-0,-0.026157,-0.017304,-0.017263,-0.017208,-0.017138,-0.017053,-0.016955,-0.016843,-0.016718,-0.016581,-0.016432,-0.016271,-0.0161,-0.015919,-0.015728,-0.015529,-0.015322,-0.015107,-0.014887
-0,-0.03149,-0.020768,-0.020698,-0.020603,-0.020484,-0.020341,-0.020174,-0.019986,-0.019777,-0.019548,-0.019301,-0.019037,-0.018757,-0.018463,-0.018157,-0.017839,-0.017512,-0.017176,-0.016833
-0,-0.028464,-0.018806,-0.018754,-0.018683,-0.018594,-0.018486,-0.018361,-0.018219,-0.018061,-0.017887,-0.017699,-0.017497,-0.017282,-0.017056,-0.016819,-0.016571,-0.016315,-0.016051,-0.01578
-0,-0.023747,-0.015729,-0.015699,-0.015657,-0.015604,-0.01554,-0.015466,-0.015381,-0.015286,-0.015181,-0.015067,-0.014944,-0.014812,-0.014672,-0.014525,-0.01437,-0.014209,-0.014041,-0.013868
-0,-0.050347,-0.032773,-0.03251,-0.032155,-0.031713,-0.031192,-0.030598,-0.029938,-0.029222,-0.028458,-0.027655,-0.02682,-0.025963,-0.025091,-0.024209,-0.023326,-0.022446,-0.021575,-0.020716
-0,-0.014103,-0.0093795,-0.009373,-0.009364,-0.0093525,-0.0093387,-0.0093224,-0.0093038,-0.0092829,-0.0092596,-0.009234,-0.0092062,-0.0091761,-0.0091439,-0.0091095,-0.0090731,-0.0090346,-0.0089941,-0.0089516
-0,-0.019555,-0.012979,-0.012961,-0.012938,-0.012908,-0.012871,-0.012829,-0.01278,-0.012726,-0.012666,-0.0126,-0.012529,-0.012452,-0.01237,-0.012283,-0.012192,-0.012096,-0.011996,-0.011891
-0,-0.023726,-0.015715,-0.015685,-0.015643,-0.01559,-0.015527,-0.015453,-0.015368,-0.015273,-0.015169,-0.015055,-0.014932,-0.014801,-0.014661,-0.014514,-0.01436,-0.014199,-0.014032,-0.013859
-0,-0.022045,-0.014614,-0.01459,-0.014556,-0.014514,-0.014462,-0.014402,-0.014333,-0.014257,-0.014172,-0.014079,-0.013979,-0.013872,-0.013758,-0.013637,-0.01351,-0.013378,-0.01324,-0.013096
-0,-0.01303,-0.0086691,-0.0086639,-0.0086568,-0.0086478,-0.0086368,-0.0086239,-0.0086092,-0.0085926,-0.0085741,-0.0085539,-0.0085318,-0.0085079,-0.0084823,-0.0084549,-0.0084259,-0.0083952,-0.0083628,-0.0083289
-0,-0.020141,-0.013364,-0.013345,-0.013319,-0.013286,-0.013247,-0.0132,-0.013148,-0.013088,-0.013023,-0.012951,-0.012874,-0.01279,-0.012702,-0.012607,-0.012508,-0.012404,-0.012296,-0.012183
-0,-0.026665,-0.017635,-0.017592,-0.017533,-0.017459,-0.01737,-0.017266,-0.017148,-0.017016,-0.016871,-0.016714,-0.016545,-0.016364,-0.016173,-0.015973,-0.015764,-0.015546,-0.015321,-0.01509
-0,-0.030742,-0.020283,-0.020218,-0.02013,-0.020018,-0.019884,-0.019729,-0.019553,-0.019357,-0.019143,-0.018911,-0.018663,-0.0184,-0.018124,-0.017835,-0.017536,-0.017227,-0.01691,-0.016585
-0,-0.025479,-0.016861,-0.016824,-0.016773,-0.016708,-0.016629,-0.016538,-0.016434,-0.016318,-0.016191,-0.016052,-0.015903,-0.015743,-0.015574,-0.015396,-0.01521,-0.015016,-0.014816,-0.014609
-0,-0.013878,-0.0092304,-0.0092242,-0.0092156,-0.0092047,-0.0091915,-0.009176,-0.0091583,-0.0091383,-0.0091161,-0.0090917,-0.0090651,-0.0090364,-0.0090057,-0.0089729,-0.008938,-0.0089013,-0.0088626,-0.008822
-0,-0.016898,-0.011227,-0.011216,-0.011201,-0.011181,-0.011158,-0.01113,-0.011098,-0.011063,-0.011023,-0.01098,-0.010933,-0.010882,-0.010828,-0.010771,-0.01071,-0.010645,-0.010578,-0.010508
-0,-0.021654,-0.014358,-0.014334,-0.014302,-0.014262,-0.014213,-0.014156,-0.014091,-0.014018,-0.013937,-0.013849,-0.013754,-0.013652,-0.013544,-0.013429,-0.013308,-0.013181,-0.01305,-0.012913
-0,-0.021621,-0.014336,-0.014313,-0.014281,-0.014241,-0.014192,-0.014135,-0.014071,-0.013998,-0.013918,-0.01383,-0.013735,-0.013634,-0.013526,-0.013411,-0.013291,-0.013165,-0.013034,-0.012898
-0,-0.022953,-0.015209,-0.015182,-0.015144,-0.015096,-0.015038,-0.014971,-0.014894,-0.014807,-0.014712,-0.014608,-0.014496,-0.014377,-0.014249,-0.014115,-0.013973,-0.013826,-0.013672,-0.013513
-0,-0.0309,-0.020386,-0.02032,-0.02023,-0.020117,-0.019981,-0.019824,-0.019645,-0.019446,-0.019229,-0.018994,-0.018743,-0.018476,-0.018196,-0.017904,-0.017601,-0.017288,-0.016967,-0.016639
-0,-0.03618,-0.023789,-0.023686,-0.023545,-0.023368,-0.023156,-0.022911,-0.022635,-0.022331,-0.021999,-0.021643,-0.021265,-0.020867,-0.020453,-0.020023,-0.019582,-0.019131,-0.018672,-0.018208
-0,-0.024463,-0.016197,-0.016164,-0.016118,-0.016061,-0.015991,-0.01591,-0.015818,-0.015714,-0.0156,-0.015476,-0.015343,-0.0152,-0.015049,-0.014889,-0.014722,-0.014547,-0.014366,-0.014179
-0,-0.034259,-0.022554,-0.022466,-0.022345,-0.022193,-0.022011,-0.021801,-0.021563,-0.0213,-0.021013,-0.020704,-0.020375,-0.020029,-0.019666,-0.019289,-0.0189,-0.018502,-0.018095,-0.017682
-0,-0.026167,-0.01731,-0.01727,-0.017214,-0.017144,-0.017059,-0.016961,-0.016849,-0.016724,-0.016587,-0.016437,-0.016276,-0.016105,-0.015924,-0.015733,-0.015533,-0.015326,-0.015112,-0.014891
-0,-0.026134,-0.017288,-0.017248,-0.017193,-0.017123,-0.017039,-0.016941,-0.016829,-0.016705,-0.016568,-0.016419,-0.016258,-0.016088,-0.015907,-0.015717,-0.015518,-0.015311,-0.015097,-0.014877
-0,-0.024506,-0.016226,-0.016192,-0.016146,-0.016088,-0.016018,-0.015937,-0.015844,-0.01574,-0.015626,-0.015501,-0.015367,-0.015223,-0.015071,-0.014911,-0.014743,-0.014568,-0.014386,-0.014198
